sample_name,timestamp,time_iso,split,block,thread1_alarm,thread2_fault,fault_class_primary,thread3_agent,thread4_skill,skill_names,trigger_words,severity_score,rcf_score
SHIP500-B03-T02009,1765839190.706021,2025-12-15 22:53:10,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4689
SHIP500-B03-T02010,1765839202.918186,2025-12-15 22:53:22,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4672
SHIP500-B03-T02011,1765839215.099263,2025-12-15 22:53:35,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4697
SHIP500-B03-T02012,1765839227.3529997,2025-12-15 22:53:47,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4689
SHIP500-B03-T02013,1765839239.5416844,2025-12-15 22:53:59,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.475
SHIP500-B03-T02014,1765839251.750283,2025-12-15 22:54:11,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.49
SHIP500-B03-T02015,1765839263.967832,2025-12-15 22:54:23,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4991
SHIP500-B03-T02016,1765839276.176282,2025-12-15 22:54:36,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.5024
SHIP500-B03-T02017,1765839288.3612032,2025-12-15 22:54:48,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.5012
SHIP500-B03-T02018,1765839300.5554118,2025-12-15 22:55:00,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4697
SHIP500-B03-T02019,1765839312.7631035,2025-12-15 22:55:12,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4708
SHIP500-B03-T02020,1765839324.967839,2025-12-15 22:55:24,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4799
SHIP500-B03-T02021,1765839337.1819415,2025-12-15 22:55:37,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4862
SHIP500-B03-T02022,1765839349.3998902,2025-12-15 22:55:49,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4799
SHIP500-B03-T02023,1765839361.6058414,2025-12-15 22:56:01,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4765
SHIP500-B03-T02024,1765839373.7982054,2025-12-15 22:56:13,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4639
SHIP500-B03-T02025,1765839386.0156486,2025-12-15 22:56:26,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4586
SHIP500-B03-T02026,1765839398.2272644,2025-12-15 22:56:38,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4473
SHIP500-B03-T02027,1765839410.4288616,2025-12-15 22:56:50,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4489
SHIP500-B03-T02028,1765839422.608467,2025-12-15 22:57:02,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4357
SHIP500-B03-T02029,1765839434.774659,2025-12-15 22:57:14,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4365
SHIP500-B03-T02030,1765839446.995894,2025-12-15 22:57:26,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4324
SHIP500-B03-T02031,1765839459.2137055,2025-12-15 22:57:39,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4277
SHIP500-B03-T02032,1765839471.4202063,2025-12-15 22:57:51,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.426
SHIP500-B03-T02033,1765839483.581719,2025-12-15 22:58:03,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4298
SHIP500-B03-T02034,1765839495.7502768,2025-12-15 22:58:15,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4329
SHIP500-B03-T02035,1765839507.944794,2025-12-15 22:58:27,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4288
SHIP500-B03-T02036,1765839520.1842191,2025-12-15 22:58:40,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4242
SHIP500-B03-T02037,1765839532.392877,2025-12-15 22:58:52,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4224
SHIP500-B03-T02038,1765839544.626556,2025-12-15 22:59:04,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.429
SHIP500-B03-T02039,1765839556.8296256,2025-12-15 22:59:16,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4373
SHIP500-B03-T02040,1765839569.0403707,2025-12-15 22:59:29,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4255
SHIP500-B03-T02041,1765839581.2522054,2025-12-15 22:59:41,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4239
SHIP500-B03-T02042,1765839593.4735668,2025-12-15 22:59:53,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4267
SHIP500-B03-T02043,1765839605.69741,2025-12-15 23:00:05,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4262
SHIP500-B03-T02044,1765839617.864698,2025-12-15 23:00:17,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4255
SHIP500-B03-T02045,1765839630.0560727,2025-12-15 23:00:30,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4247
SHIP500-B03-T02046,1765839642.2160666,2025-12-15 23:00:42,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.425
SHIP500-B03-T02047,1765839654.4054463,2025-12-15 23:00:54,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4272
SHIP500-B03-T02048,1765839666.5861616,2025-12-15 23:01:06,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4222
SHIP500-B03-T02049,1765839678.7617128,2025-12-15 23:01:18,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4224
SHIP500-B03-T02050,1765839691.0010822,2025-12-15 23:01:31,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4232
SHIP500-B03-T02051,1765839703.2639515,2025-12-15 23:01:43,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.428
SHIP500-B03-T02052,1765839715.4705966,2025-12-15 23:01:55,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4277
SHIP500-B03-T02053,1765839727.6779256,2025-12-15 23:02:07,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4283
SHIP500-B03-T02054,1765839739.9430728,2025-12-15 23:02:19,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.427
SHIP500-B03-T02055,1765839752.1501417,2025-12-15 23:02:32,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4311
SHIP500-B03-T02056,1765839764.3458238,2025-12-15 23:02:44,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4272
SHIP500-B03-T02057,1765839776.54864,2025-12-15 23:02:56,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.43
SHIP500-B03-T02058,1765839788.7323923,2025-12-15 23:03:08,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4431
SHIP500-B03-T02059,1765839800.921574,2025-12-15 23:03:20,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4337
SHIP500-B03-T02060,1765839813.135226,2025-12-15 23:03:33,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4349
SHIP500-B03-T02061,1765839825.3419118,2025-12-15 23:03:45,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4331
SHIP500-B03-T02062,1765839837.561388,2025-12-15 23:03:57,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4431
SHIP500-B03-T02063,1765839849.7700057,2025-12-15 23:04:09,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4425
SHIP500-B03-T02064,1765839861.9387453,2025-12-15 23:04:21,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4438
SHIP500-B03-T02065,1765839874.1283836,2025-12-15 23:04:34,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4529
SHIP500-B03-T02066,1765839886.3262415,2025-12-15 23:04:46,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4672
SHIP500-B03-T02067,1765839898.5278163,2025-12-15 23:04:58,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4782
SHIP500-B03-T02068,1765839910.7305672,2025-12-15 23:05:10,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4428
SHIP500-B03-T02069,1765839922.913299,2025-12-15 23:05:22,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4508
SHIP500-B03-T02070,1765839935.112632,2025-12-15 23:05:35,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4606
SHIP500-B03-T02071,1765839947.3226483,2025-12-15 23:05:47,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4567
SHIP500-B03-T02072,1765839959.553924,2025-12-15 23:05:59,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4689
SHIP500-B03-T02073,1765839971.763116,2025-12-15 23:06:11,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4452
SHIP500-B03-T02074,1765839983.9383402,2025-12-15 23:06:23,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.447
SHIP500-B03-T02075,1765839996.126425,2025-12-15 23:06:36,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4436
SHIP500-B03-T02076,1765840008.350418,2025-12-15 23:06:48,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4295
SHIP500-B03-T02077,1765840020.5463233,2025-12-15 23:07:00,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4352
SHIP500-B03-T02078,1765840032.751527,2025-12-15 23:07:12,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4331
SHIP500-B03-T02079,1765840045.0367572,2025-12-15 23:07:25,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.43
SHIP500-B03-T02080,1765840057.2644255,2025-12-15 23:07:37,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4295
SHIP500-B03-T02081,1765840069.456901,2025-12-15 23:07:49,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4391
SHIP500-B03-T02082,1765840081.6602373,2025-12-15 23:08:01,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4409
SHIP500-B03-T02083,1765840093.8946147,2025-12-15 23:08:13,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4521
SHIP500-B03-T02084,1765840106.1281345,2025-12-15 23:08:26,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4628
SHIP500-B03-T02085,1765840118.331437,2025-12-15 23:08:38,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,crew|船员智能体,SK-DIAG-F06;SK-ACT-CREW-OPS,发电机综合故障诊断+机舱巡查与就地处置技能,发电机;generator;综合报警,0.545,0.4762
SHIP500-B03-T02086,1765840130.5404031,2025-12-15 23:08:50,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4822
SHIP500-B03-T02087,1765840142.7403483,2025-12-15 23:09:02,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.4559
SHIP500-B03-T02088,1765840154.9508634,2025-12-15 23:09:14,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.447
SHIP500-B03-T02089,1765840167.1560326,2025-12-15 23:09:27,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.4559
SHIP500-B03-T02090,1765840179.367308,2025-12-15 23:09:39,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.457
SHIP500-B03-T02091,1765840191.5613637,2025-12-15 23:09:51,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4647
SHIP500-B03-T02092,1765840203.7723148,2025-12-15 23:10:03,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.4606
SHIP500-B03-T02093,1765840215.941925,2025-12-15 23:10:15,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.4457
SHIP500-B03-T02094,1765840228.1471117,2025-12-15 23:10:28,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4357
SHIP500-B03-T02095,1765840240.3560908,2025-12-15 23:10:40,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4252
SHIP500-B03-T02096,1765840252.559891,2025-12-15 23:10:52,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.4318
SHIP500-B03-T02097,1765840264.7571056,2025-12-15 23:11:04,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.4347
SHIP500-B03-T02098,1765840276.9426696,2025-12-15 23:11:16,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-ACT-MAINT-PLAN,维护计划编排技能,维护;检修,0.364,0.4337
SHIP500-B03-T02099,1765840289.1671414,2025-12-15 23:11:29,train,3,2 active fault alarms,F06 发电机综合故障;F11 通讯/传感器故障,F06,maintenance|维保智能体,SK-DIAG-F06;SK-ACT-MAINT-PLAN,发电机综合故障诊断+维护计划编排技能,发电机;generator;综合报警,0.455,0.4373
